ID,RT,DT,CCS,m/z,Abundance,36 2286 - Mitra.d.DeMP, 39 2182 - Mitra.d.DeMP, 42 2187 - Mitra.d.DeMP, 45 2854 - Mitra.d.DeMP, 48 2911 - Mitra.d.DeMP, 126 1777 - Mitra.d.DeMP, 129 1821 - Mitra.d.DeMP, 132 1673 - Mitra.d.DeMP, 135 1894 - Mitra.d.DeMP, 138 3330 - Mitra.d.DeMP, 81 2003 - Mitra.d.DeMP, 84 2095 - Mitra.d.DeMP, 87 2046 - Mitra.d.DeMP, 90 2889 - Mitra.d.DeMP, 93 3021 - Mitra.d.DeMP,Blank 1.d,Blank 2.d,Blank 3.d
2301,15.499,36.264,267.73,713.4753,53,0.001,0.001,0.001,0.001,0.001,0.001,140,170,167,76,0.001,0.001,241,0.001,0.001,0.001,0.001,0.001
2302,11.034,23.119,171.99,530.9637,53,0.001,120,101,0.001,103,0.001,86,71,0.001,0.001,87,91,63,0.001,72,0.001,77,73
2303,13.105,34.601,256.21,646.1869,53,101,0.001,89,67,0.001,109,0.001,104,103,0.001,0.001,0.001,140,80,0.001,0.001,0.001,0.001
2304,12.204,20.995,159.06,307.008,53,0.001,0.001,100,118,0.001,0.001,107,0.001,0.001,108,0.001,0.001,250,0.001,110,0.001,0.001,0.001
2305,13.565,26.816,201,412.2724,53,0.001,191,241,0.001,0.001,0.001,208,0.001,0.001,152,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
2306,14.693,18.053,139.45,208.9746,53,67,157,0.001,0.001,0.001,0.001,97,118,108,0.001,73,0.001,170,0.001,0.001,0.001,0.001,0.001
2307,14.726,36.791,271.41,743.5439,53,0.001,0.001,0.001,0.001,0.001,0.001,259,74,0.001,227,0.001,0.001,0.001,229,0.001,0.001,0.001,0.001
2308,1.591,25.393,190.45,397.22,53,131,0.001,0.001,0.001,0.001,0.001,151,0.001,105,401,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
2309,14.49,29.884,222.95,481.407,53,0.001,0.001,0.001,413,61,0.001,0.001,0.001,0.001,0.001,253,61,0.001,0.001,0.001,0.001,0.001,0.001
2310,3.765,21.221,161.61,272.1152,52,0.001,81,0.001,0.001,109,0.001,75,0.001,0.001,0.001,90,91,0.001,105,233,0.001,0.001,0.001
2311,13.718,33.104,245.65,573.4519,52,0.001,181,0.001,0.001,0.001,0.001,117,113,0.001,135,0.001,0.001,107,131,0.001,0.001,0.001,0.001
2312,11.861,18.824,150.45,131.012,52,0.001,120,117,0.001,80,0.001,0.001,0.001,0.001,0.001,112,105,0.001,125,125,132,0.001,0.001
2313,9.746,24.949,187.92,354.2317,52,0.001,0.001,0.001,145,137,0.001,93,0.001,0.001,0.001,0.001,81,124,0.001,203,0.001,0.001,0.001
2314,2.783,28.708,213.29,549.1944,52,0.001,0.001,0.001,0.001,107,0.001,0.001,347,117,0.001,0.001,0.001,0.001,97,115,0.001,0.001,0.001
2315,15.317,33.242,246.94,561.4867,52,0.001,165,0.001,134,0.001,0.001,0.001,0.001,0.001,0.001,188,94,201,0.001,0.001,0.001,0.001,0.001
2316,14.578,32.609,241.71,590.3814,52,0.001,0.001,0.001,0.001,0.001,271,0.001,0.001,0.001,252,0.001,0.001,89,168,0.001,0.001,0.001,0.001
2317,12.931,21.232,160.31,333.037,52,0.001,129,0.001,0.001,102,0.001,0.001,0.001,94,112,115,129,0.001,99,0.001,0.001,0.001,0.001
2318,5.507,26.385,198.18,387.0747,52,0.001,0.001,516,0.001,0.001,0.001,0.001,0.001,264,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
2319,10.452,22.298,169.93,269.2107,52,0.001,133,116,0.001,0.001,0.001,69,0.001,0.001,197,0.001,0.001,0.001,0.001,265,0.001,0.001,0.001
2320,15.773,36.483,269.36,730.5023,52,0.001,108,0.001,0.001,0.001,187,181,0.001,0.001,0.001,0.001,248,0.001,0.001,55,0.001,0.001,0.001
2321,16.005,37.424,276.69,662.4473,52,0.001,0.001,0.001,0.001,0.001,0.001,0.001,78,309,0.001,0.001,0.001,392,0.001,0.001,0.001,0.001,0.001
2322,16.139,38.226,281.85,785.5266,52,0.001,0.001,0.001,0.001,50,495,0.001,56,60,116,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
2323,16.424,22.178,169.28,255.232,52,0.001,0.001,0.001,0.001,0.001,121,0.001,170,134,0.001,0.001,175,0.001,176,0.001,0.001,0.001,0.001
2324,15.068,38.333,282.7,792.5424,52,77,0.001,0.001,84,0.001,0.001,113,0.001,99,0.001,169,234,0.001,0.001,0.001,0.001,0.001,0.001
2325,10.317,23.559,179.08,283.1356,52,155,0.001,0.001,0.001,118,0.001,0.001,75,154,0.001,0.001,123,151,0.001,0.001,0.001,0.001,0.001
2326,11.148,25.485,192.42,338.2377,52,135,0.001,0.001,235,155,0.001,0.001,0.001,0.001,0.001,0.001,0.001,167,0.001,82,0.001,0.001,0.001
2327,11.98,19.811,150.87,276.0518,52,106,114,129,0.001,109,0.001,102,0.001,0.001,0.001,88,0.001,126,0.001,0.001,133,0.001,0.001
2328,0.355,22.853,172.21,351.1094,52,101,0.001,0.001,138,0.001,0.001,112,117,144,0.001,0.001,161,0.001,0.001,0.001,0.001,0.001,0.001
2329,14.679,33.878,251.76,529.4259,52,0.001,0.001,0.001,0.001,0.001,0.001,136,256,240,141,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
2330,0.434,16.709,130.94,167.0372,52,105,0.001,0.001,0.001,0.001,121,74,213,0.001,0.001,0.001,123,137,0.001,0.001,0.001,0.001,0.001
2331,11.14,24.546,186.55,295.2263,51,0.001,257,0.001,515,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
2332,8.809,24.859,187.54,351.215,51,166,117,79,115,168,0.001,0.001,0.001,0.001,0.001,0.001,127,0.001,0.001,0.001,0.001,0.001,0.001
2333,12.769,18.85,150.64,131.0121,51,0.001,86,100,0.001,77,0.001,119,0.001,0.001,0.001,97,92,105,95,0.001,126,0.001,0.001
2334,4.842,19.205,145.47,303.054,51,0.001,0.001,0.001,0.001,0.001,0.001,245,0.001,64,221,0.001,0.001,0.001,115,126,0.001,0.001,0.001
2335,13.755,28.171,210.28,452.415,51,0.001,0.001,0.001,0.001,0.001,126,0.001,146,0.001,0.001,0.001,0.001,497,0.001,0.001,0.001,0.001,0.001
2336,16.438,36.991,273.38,693.5461,51,0.001,51,0.001,0.001,0.001,174,0.001,0.001,268,153,0.001,0.001,122,0.001,0.001,0.001,0.001,0.001
2337,16.035,27.794,208.23,407.3888,51,0.001,0.001,141,0.001,0.001,0.001,0.001,124,142,164,0.001,0.001,140,57,0.001,0.001,0.001,0.001
2338,1.304,17.642,135.98,218.9964,51,296,0.001,0.001,161,0.001,0.001,0.001,0.001,0.001,131,0.001,180,0.001,0.001,0.001,0.001,0.001,0.001
2339,14.681,31.959,244.45,245.0634,51,0.001,0.001,87,0.001,0.001,98,0.001,0.001,151,0.001,0.001,103,186,142,0.001,0.001,0.001,0.001
2340,3.76,24.392,183.72,359.0915,51,0.001,0.001,270,0.001,0.001,0.001,0.001,0.001,496,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
2341,13.398,30.708,227.64,617.1397,51,0.001,151,102,0.001,0.001,0.001,0.001,202,141,0.001,0.001,169,0.001,0.001,0.001,0.001,0.001,0.001
2342,14.786,34.963,257.43,867.1173,51,0.001,197,0.001,0.001,0.001,0.001,0.001,192,203,0.001,0.001,0.001,173,0.001,0.001,0.001,0.001,0.001
2343,0.332,22.184,167.1,351.0116,51,0.001,0.001,0.001,120,0.001,128,132,117,116,0.001,152,0.001,0.001,0.001,0.001,0.001,0.001,0.001
2344,13.9,33.366,248.92,473.2865,51,0.001,0.001,0.001,0.001,442,0.001,0.001,0.001,0.001,0.001,0.001,321,0.001,0.001,0.001,110,0.001,0.001
2345,12.441,30.059,224.32,465.3576,51,0.001,0.001,94,0.001,0.001,0.001,0.001,229,147,293,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
2346,8.371,32.6,241.17,646.3201,51,0.001,0.001,0.001,0.001,0.001,0.001,0.001,90,391,0.001,0.001,0.001,0.001,281,0.001,0.001,0.001,0.001
2347,15.203,27.37,204.77,420.3037,51,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,277,0.001,0.001,0.001,0.001,251,231,0.001,0.001,0.001
2348,13.109,18.845,150.66,131.0122,51,88,123,0.001,97,128,0.001,0.001,0.001,135,0.001,0.001,121,67,0.001,0.001,110,0.001,0.001
2349,15.045,24.483,184.35,363.1833,51,0.001,123,103,97,74,0.001,126,0.001,0.001,0.001,0.001,0.001,133,103,0.001,0.001,0.001,0.001
2350,14.692,21.249,160.83,311.0351,51,127,0.001,0.001,0.001,0.001,95,110,172,0.001,0.001,0.001,0.001,183,0.001,71,0.001,0.001,0.001
2351,11.477,29.801,222.08,502.2448,50,119,79,0.001,229,0.001,0.001,80,0.001,0.001,0.001,0.001,0.001,141,0.001,108,0.001,0.001,0.001
2352,16.324,36.745,271.04,747.505,50,0.001,0.001,0.001,0.001,0.001,320,0.001,0.001,0.001,435,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
2353,15.169,29.145,217.5,461.3628,50,0.001,0.001,0.001,0.001,77,81,133,119,0.001,0.001,59,78,208,0.001,0.001,0.001,0.001,0.001
2354,14.21,24.058,182.83,283.2625,50,0.001,0.001,0.001,250,0.001,0.001,0.001,131,0.001,165,209,0.001,0.001,0.001,0.001,0.001,0.001,0.001
2355,12.892,25.988,195.25,378.2402,50,80,0.001,0.001,103,0.001,0.001,0.001,0.001,126,117,0.001,124,0.001,94,110,0.001,0.001,0.001
2356,11.375,20.454,155.41,288.0328,50,133,95,0.001,78,0.001,0.001,73,79,117,0.001,0.001,0.001,81,96,0.001,0.001,0.001,0.001
2357,1.855,27.604,222.75,116.9725,50,0.001,80,105,0.001,0.001,92,72,0.001,0.001,87,0.001,92,106,118,0.001,0.001,0.001,0.001
2358,9.597,21.315,159.57,430.9712,50,247,0.001,0.001,163,131,0.001,0.001,53,0.001,0.001,0.001,81,75,0.001,0.001,0.001,0.001,83
2359,14.17,27.728,207.65,407.3529,50,0.001,0.001,0.001,0.001,0.001,95,0.001,90,91,247,79,0.001,93,0.001,54,0.001,0.001,0.001
2360,15.562,27.687,207.34,407.3884,50,0.001,0.001,0.001,0.001,0.001,128,0.001,136,108,0.001,0.001,0.001,162,110,105,0.001,0.001,0.001
2361,1.487,28.075,216.38,212.001,50,0.001,0.001,0.001,0.001,0.001,112,179,0.001,180,82,0.001,0.001,0.001,0.001,195,0.001,0.001,0.001
2362,0.535,21.527,162.57,329.0298,50,0.001,0.001,130,0.001,0.001,0.001,217,0.001,162,112,0.001,127,0.001,0.001,0.001,0.001,0.001,0.001
2363,14.73,32.02,238.5,505.4245,50,0.001,144,144,0.001,0.001,0.001,0.001,0.001,205,0.001,103,0.001,0.001,152,0.001,0.001,0.001,0.001
2364,10.939,25.082,189.74,315.1937,50,0.001,114,0.001,0.001,0.001,175,401,0.001,57,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
2365,13.37,27.623,206.65,445.2438,50,144,107,88,0.001,151,0.001,0.001,102,154,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
2366,12.843,21.207,160.12,331.0437,50,160,0.001,0.001,0.001,0.001,0.001,0.001,0.001,160,157,0.001,0.001,128,0.001,140,0.001,0.001,0.001
2367,13.4,33.129,244.76,689.1391,50,0.001,0.001,0.001,0.001,0.001,0.001,129,116,0.001,117,0.001,0.001,141,178,64,0.001,0.001,0.001
2368,8.435,20.124,150.8,403.9412,50,0.001,0.001,0.001,0.001,0.001,221,0.001,0.001,142,0.001,192,190,0.001,0.001,0.001,0.001,0.001,0.001
2369,12.939,32.16,239.15,535.3995,50,0.001,0.001,134,133,0.001,0.001,0.001,86,0.001,193,0.001,0.001,0.001,84,114,0.001,0.001,0.001
2370,5.433,17.602,262.69,245.0668,50,0.001,0.001,0.001,0.001,390,0.001,0.001,354,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
2371,13.096,26.19,197.17,367.2297,50,134,120,118,0.001,105,0.001,0.001,0.001,0.001,0.001,0.001,0.001,136,131,0.001,0.001,0.001,0.001
2372,11.811,18.775,142.61,290.0287,50,259,0.001,0.001,0.001,0.001,0.001,251,0.001,0.001,0.001,0.001,0.001,233,0.001,0.001,0.001,0.001,0.001
2373,15.295,23.345,177.37,283.2625,50,0.001,0.001,0.001,0.001,126,0.001,122,0.001,0.001,0.001,137,127,0.001,116,115,146,0.001,0.001
2374,14.481,27.009,202.71,405.2848,49,0.001,108,165,172,177,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,120,0.001,0.001,0.001
2375,13.612,27.565,206.44,423.2516,49,81,91,0.001,111,105,0.001,0.001,94,82,0.001,0.001,0.001,96,0.001,82,0.001,0.001,0.001
2376,13.283,23.724,178.2,381.0792,49,0.001,159,0.001,0.001,0.001,0.001,0.001,196,155,0.001,0.001,0.001,232,0.001,0.001,0.001,0.001,0.001
2377,14.577,32.118,238.59,564.3664,49,0.001,144,67,57,0.001,0.001,85,0.001,0.001,0.001,0.001,99,156,0.001,134,0.001,0.001,0.001
2378,15.055,33.094,246.04,558.4607,49,415,0.001,0.001,261,0.001,65,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
2379,13.572,40.115,295.5,840.5748,49,80,0.001,140,0.001,0.001,98,0.001,0.001,0.001,133,0.001,76,117,0.001,97,0.001,0.001,0.001
2380,15.993,40.447,298.01,844.6068,49,95,0.001,0.001,226,0.001,229,0.001,0.001,0.001,108,0.001,0.001,0.001,82,0.001,0.001,0.001,0.001
2381,13.022,26.086,195.95,379.2504,49,0.001,0.001,0.001,156,0.001,0.001,0.001,271,0.001,0.001,54,0.001,0.001,259,0.001,0.001,0.001,0.001
2382,0.136,27.812,220.85,141.0172,49,0.001,104,136,122,0.001,0.001,218,0.001,0.001,0.001,0.001,0.001,0.001,0.001,159,100,0.001,0.001
2383,11.957,17.104,131.94,221.0224,49,353,384,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
2384,14.743,39.683,293,817.5804,49,0.001,349,0.001,388,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
2385,12.406,35.118,259.3,734.2028,49,80,101,0.001,0.001,0.001,0.001,0.001,0.001,99,0.001,77,85,109,97,88,0.001,0.001,0.001
2386,9.882,28.075,209.3,473.287,49,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,98,67,0.001,72,0.001,0.001,498,0.001,0.001,0.001
2387,10.813,23.358,177.42,295.2268,49,0.001,172,164,248,0.001,0.001,0.001,0.001,0.001,0.001,0.001,151,0.001,0.001,0.001,0.001,0.001,0.001
2388,15.685,24.446,184.65,329.0448,49,95,109,0.001,0.001,0.001,0.001,0.001,0.001,0.001,90,76,0.001,85,279,0.001,0.001,0.001,0.001
2389,16.141,23.648,178.99,311.2219,49,0.001,0.001,84,0.001,0.001,0.001,162,0.001,294,194,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
2390,12.296,18.312,140.28,245.0221,49,66,103,86,86,77,0.001,0.001,85,0.001,0.001,63,78,0.001,90,0.001,85,0.001,0.001
2391,14.051,25.143,189.86,331.3783,49,0.001,0.001,446,0.001,0.001,0.001,0.001,0.001,57,0.001,0.001,0.001,0.001,0.001,230,0.001,0.001,0.001
2392,1.768,17.447,137.76,150.0551,49,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,479,0.001,0.001,0.001,253,0.001,0.001,0.001
2393,16.112,37.565,277.01,758.5368,49,0.001,0.001,0.001,0.001,0.001,226,182,0.001,0.001,110,0.001,0.001,214,0.001,0.001,0.001,0.001,0.001
2394,4.842,18.291,273.3,224.0619,49,0.001,0.001,0.001,0.001,0.001,0.001,305,0.001,0.001,261,0.001,0.001,0.001,0.001,166,0.001,0.001,0.001
2395,1.216,23.32,175.25,368.9714,49,0.001,0.001,0.001,0.001,0.001,0.001,0.001,302,0.001,0.001,151,278,0.001,0.001,0.001,0.001,0.001,0.001
2396,11.003,25.48,190.09,469.036,49,0.001,164,0.001,0.001,0.001,0.001,0.001,0.001,71,82,77,0.001,139,86,112,0.001,0.001,0.001
2397,16.335,38.598,284.31,808.5136,49,0.001,0.001,0.001,0.001,0.001,58,0.001,72,78,283,102,0.001,0.001,0.001,137,0.001,0.001,0.001
2398,7.796,23.33,176.82,311.2212,49,0.001,80,78,433,0.001,0.001,139,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
2399,15.689,27.972,209.43,419.3535,49,72,0.001,60,0.001,0.001,170,0.001,97,0.001,138,0.001,0.001,127,66,0.001,0.001,0.001,0.001
2400,15.311,30.419,226.32,507.4775,49,0.001,0.001,0.001,0.001,0.001,174,67,0.001,0.001,0.001,0.001,78,123,287,0.001,0.001,0.001,0.001
2401,11.392,23.916,181.38,301.2169,49,0.001,0.001,0.001,224,262,0.001,88,0.001,0.001,0.001,0.001,0.001,155,0.001,0.001,0.001,0.001,0.001
2402,11.29,18.317,140.32,245.0223,49,77,86,94,72,81,0.001,0.001,71,77,0.001,86,84,0.001,0.001,0.001,79,0.001,0.001
2403,13.403,33.107,244.72,688.1406,49,0.001,0.001,0.001,85,0.001,0.001,122,129,0.001,0.001,0.001,119,131,142,0.001,0.001,0.001,0.001
2404,13.862,21.721,164.93,299.0246,49,163,174,166,0.001,135,0.001,0.001,0.001,0.001,0.001,90,0.001,0.001,0.001,0.001,0.001,0.001,0.001
2405,11.996,21.212,160.12,333.0369,48,0.001,0.001,0.001,0.001,137,0.001,122,149,165,0.001,153,0.001,0.001,0.001,0.001,0.001,0.001,0.001
2406,12.277,25.53,192.56,347.2577,48,0.001,230,108,0.001,174,0.001,0.001,64,0.001,0.001,0.001,0.001,150,0.001,0.001,0.001,0.001,0.001
2407,0.485,20.332,154.78,279.0379,48,0.001,109,81,114,51,0.001,105,0.001,0.001,187,0.001,78,0.001,0.001,0.001,0.001,0.001,0.001
2408,3.139,17.753,135.63,259.0089,48,0.001,0.001,141,280,0.001,0.001,0.001,181,0.001,0.001,0.001,123,0.001,0.001,0.001,0.001,0.001,0.001
2409,16.306,26.659,200.76,367.3563,48,225,0.001,187,172,140,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,118,0.001,0.001
2410,2.949,21.745,165.08,301.1066,48,75,99,117,135,140,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,157,0.001,0.001,0.001
2411,4.382,26.368,209.36,141.0155,48,103,0.001,75,0.001,116,0.001,0.001,0.001,92,0.001,131,84,0.001,122,0.001,0.001,0.001,0.001
2412,3.608,26.307,197.46,403.2323,48,0.001,260,132,177,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,154,0.001,0.001,0.001,0.001,0.001
2413,0.464,18.877,145.65,217.107,48,0.001,130,110,0.001,179,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,303,0.001,0.001,0.001
2414,13.575,21.575,162.58,354.0216,48,0.001,178,134,108,0.001,0.001,0.001,0.001,0.001,0.001,68,0.001,94,0.001,139,0.001,0.001,68
2415,13.484,32.4,240.27,601.3607,48,0.001,60,0.001,70,0.001,0.001,81,0.001,207,0.001,0.001,178,0.001,0.001,125,0.001,0.001,0.001
2416,13.612,26.907,201.71,408.238,48,0.001,115,121,0.001,113,0.001,0.001,91,0.001,66,0.001,86,128,0.001,0.001,0.001,0.001,0.001
2417,14.183,23.573,176.68,405.0433,48,0.001,165,0.001,0.001,0.001,0.001,90,136,0.001,0.001,0.001,89,154,86,0.001,0.001,0.001,0.001
2418,7.941,20.836,159.25,249.1845,48,0.001,0.001,0.001,0.001,0.001,145,146,0.001,110,0.001,87,0.001,231,0.001,0.001,0.001,0.001,0.001
2419,13.713,31.201,233.1,447.3471,48,0.001,0.001,0.001,89,0.001,0.001,0.001,286,0.001,0.001,0.001,157,0.001,186,0.001,0.001,0.001,0.001
2420,15.072,34.445,255.64,558.4604,48,0.001,0.001,0.001,0.001,0.001,0.001,93,0.001,0.001,0.001,0.001,624,0.001,0.001,0.001,0.001,0.001,0.001
2421,10.176,23.487,178.62,283.1369,48,492,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,225,0.001,0.001,0.001,0.001,0.001,0.001
2422,11.871,21.561,162.39,359.0324,48,0.001,105,96,68,75,0.001,0.001,0.001,0.001,101,104,90,0.001,0.001,75,112,0.001,0.001
2423,0.76,19.421,149.33,228.0918,48,0.001,0.001,305,0.001,183,0.001,93,0.001,0.001,133,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
2424,14.839,35.742,265.36,561.3787,47,0.001,112,0.001,0.001,0.001,254,0.001,0.001,0.001,65,93,0.001,0.001,188,0.001,0.001,0.001,0.001
2425,8.615,26.036,195.76,369.2942,47,0.001,0.001,0.001,0.001,274,0.001,217,0.001,163,0.001,0.001,0.001,58,0.001,0.001,0.001,0.001,0.001
2426,16.135,35.897,265.83,674.5119,47,62,211,0.001,161,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,278,0.001,0.001,0.001,0.001,0.001
2427,14.794,27.631,207.06,409.3677,47,119,117,0.001,0.001,0.001,0.001,0.001,0.001,102,155,0.001,0.001,98,0.001,121,0.001,0.001,0.001
2428,13.207,18.307,140.22,245.0221,47,92,92,93,0.001,87,0.001,89,90,0.001,0.001,0.001,0.001,67,0.001,102,89,0.001,0.001
2429,15.517,37.635,277.7,769.464,47,83,0.001,0.001,0.001,84,0.001,169,99,117,0.001,0.001,0.001,159,0.001,0.001,0.001,0.001,0.001
2430,14.204,24.506,185.59,311.2939,47,0.001,77,112,0.001,0.001,0.001,0.001,0.001,248,0.001,0.001,0.001,273,0.001,0.001,0.001,0.001,0.001
2431,16.351,37.06,273.84,747.5172,47,90,0.001,155,82,211,0.001,0.001,0.001,0.001,0.001,54,0.001,0.001,118,0.001,0.001,0.001,0.001
2432,8.206,19.798,150.68,279.614,47,0.001,0.001,491,0.001,0.001,219,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
2433,1.664,20.708,159.1,229.154,47,426,0.001,0.001,0.001,0.001,0.001,0.001,0.001,190,0.001,93,0.001,0.001,0.001,0.001,0.001,0.001,0.001
2434,14.25,28.695,214.6,431.3148,47,0.001,0.001,0.001,156,0.001,112,0.001,0.001,129,0.001,0.001,148,0.001,0.001,163,0.001,0.001,0.001
2435,0.494,25.176,188.63,402.1986,47,0.001,0.001,0.001,0.001,0.001,0.001,0.001,470,0.001,0.001,237,0.001,0.001,0.001,0.001,0.001,0.001,0.001
2436,8.393,31.693,234.64,624.3389,47,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,409,0.001,0.001,0.001,0.001,298,0.001,0.001,0.001,0.001
2437,11.611,17.561,136.75,183.0114,47,0.001,141,0.001,0.001,0.001,150,0.001,56,0.001,0.001,120,0.001,0.001,0.001,239,0.001,0.001,0.001
2438,0.229,26.189,195.5,461.1516,47,143,0.001,0.001,0.001,0.001,0.001,117,144,0.001,0.001,0.001,138,161,0.001,0.001,0.001,0.001,0.001
2439,15.348,26.378,198.38,365.3413,47,0.001,0.001,0.001,0.001,105,0.001,0.001,0.001,187,213,130,0.001,0.001,68,0.001,0.001,0.001,0.001
2440,13.822,32.571,241.61,598.3493,47,0.001,0.001,129,53,0.001,0.001,0.001,0.001,0.001,0.001,0.001,90,265,0.001,166,0.001,0.001,0.001
2441,2.619,17.643,137.08,193.0499,47,0.001,0.001,0.001,143,221,0.001,338,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
2442,11.842,24.094,182.79,303.2319,47,0.001,75,0.001,254,215,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,158,0.001,0.001,0.001
2443,11.748,18.598,141.76,264.0317,47,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,233,241,0.001,227,0.001,0.001,0.001
2444,14.973,23.54,177.34,357.0131,47,0.001,203,0.001,173,0.001,0.001,0.001,173,152,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
2445,12.961,29.531,220.01,502.2927,47,123,0.001,0.001,94,0.001,0.001,0.001,0.001,0.001,185,122,0.001,0.001,0.001,176,0.001,0.001,0.001
2446,13.315,29.72,221.18,524.2734,47,0.001,0.001,0.001,222,135,0.001,0.001,153,107,0.001,0.001,0.001,0.001,83,0.001,0.001,0.001,0.001
2447,9.927,15.073,118.75,156.9418,47,0.001,155,152,0.001,0.001,107,0.001,0.001,154,0.001,132,0.001,0.001,0.001,0.001,0.001,0.001,0.001
2448,14.44,28.84,215.27,484.2921,47,0.001,216,210,0.001,134,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,140,0.001,0.001,0.001
2449,11.838,18.305,140.19,245.0221,47,0.001,75,88,66,95,0.001,0.001,0.001,0.001,75,83,81,0.001,62,74,71,0.001,0.001
2450,14.197,18.94,144.44,261.0393,47,0.001,0.001,0.001,0.001,0.001,391,0.001,0.001,0.001,0.001,0.001,307,0.001,0.001,0.001,0.001,0.001,0.001
2451,3.473,28.484,226.14,141.0146,47,130,83,83,0.001,0.001,0.001,86,0.001,0.001,0.001,85,97,0.001,134,0.001,0.001,0.001,0.001
2452,11.726,29.32,218.44,503.2444,46,86,0.001,0.001,140,142,0.001,69,52,0.001,0.001,0.001,0.001,98,0.001,110,0.001,0.001,0.001
2453,13.664,27.56,206.77,397.3322,46,0.001,104,104,0.001,0.001,125,0.001,191,173,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
2454,15.864,32.892,244.06,597.3489,46,95,103,0.001,104,104,0.001,0.001,0.001,0.001,0.001,88,103,0.001,99,0.001,72,0.001,0.001
2455,7.023,24.21,183.13,331.1751,46,409,287,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
2456,15.249,33.523,249.34,533.3438,46,111,0.001,0.001,0.001,181,0.001,0.001,0.001,125,0.001,183,0.001,0.001,94,0.001,0.001,0.001,0.001
2457,3.757,17.972,139.95,185.06,46,0.001,0.001,275,0.001,0.001,0.001,0.001,0.001,418,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
2458,14.446,29.756,226.37,283.2632,46,190,194,0.001,0.001,133,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,176,0.001,0.001,0.001
2459,13.621,22.167,169.41,255.4814,46,0.001,337,0.001,0.001,0.001,0.001,356,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
2460,13.867,35.782,264.9,676.5185,46,0.001,279,0.001,299,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,114,0.001,0.001,0.001
2461,0.573,18.907,145.25,230.0105,46,0.001,0.001,197,0.001,0.001,0.001,0.001,0.001,143,0.001,0.001,0.001,0.001,0.001,352,0.001,0.001,0.001
2462,15.033,19.041,146.52,225.0057,46,0.001,93,113,153,0.001,112,0.001,124,0.001,0.001,0.001,0.001,0.001,96,0.001,0.001,0.001,0.001
2463,12.306,30.018,223.98,463.3415,46,0.001,79,0.001,0.001,0.001,0.001,0.001,85,0.001,122,90,131,99,85,0.001,0.001,0.001,0.001
