ID,RT,DT,CCS,m/z,Z,Ions,Freq.,Q Score,Sat.,Mark, 303 B4 7292.d.DeMP
362,3.424,32.432,240.87,529.4258,-1,4,17,100.0,,False,78189.1880895503
364,3.957,39.784,292.75,857.526,-1,7,7,93.7,x,False,7685.999
365,3.165,29.144,217.54,437.3275,-1,2,16,100.0,,False,47358.889
367,3.054,29.991,222.7,528.3127,-1,4,10,100.0,x,False,9288.438742462846
368,2.453,33.542,249.79,479.2842,-1,5,12,100.0,,False,19587.999
369,3.85,33.331,247.16,565.4496,-1,7,13,100.0,,False,839.999
376,2.138,19.674,149.73,256.9799,-1,5,11,100.0,x,False,19652.999
378,3.662,24.301,183.64,305.247,-1,4,9,100.0,x,False,19700.205046414838
381,3.89,31.395,233.58,493.3904,-1,4,9,87.2,,False,61495.999
382,3.721,33.659,249.63,563.4328,-1,2,10,100.0,,False,25068.999
385,2.637,32.047,238.5,489.359,-1,4,12,100.0,,False,29096.999
388,2.896,26.757,200.09,409.2362,-1,4,15,100.0,,False,20390.77788888889
394,3.206,24.215,182.89,309.2044,-1,4,20,100.0,,False,67794.64288597478
399,3.542,24.169,184.0,259.2419,-1,3,15,100.0,,False,27347.999
401,1.998,17.825,134.18,326.7645,-1,8,14,100.0,,False,49538.999
402,4.095,33.549,248.52,591.4661,-1,3,17,96.1,,False,20739.597792132066
406,2.12,23.276,176.42,284.2223,-1,3,15,100.0,,False,41134.999
408,2.583,26.015,192.43,614.9623,-1,3,19,100.0,,False,7925.098339686996
409,4.24,37.167,273.98,762.5139,-1,7,11,100.0,,False,36733.33344444445
410,2.959,28.139,210.76,391.285,-1,2,11,98.9,,False,18427.999
413,4.489,33.899,251.27,577.4845,-1,4,12,100.0,,False,7437.222333333333
416,4.617,24.497,184.98,311.2945,-1,3,16,100.0,,False,26999.410396738687
417,1.525,29.803,221.19,540.2648,-1,5,13,100.0,,False,29594.999
418,4.144,40.013,294.35,871.5418,-1,3,11,100.0,,False,54753.999
419,3.969,35.358,261.4,653.4097,-1,4,16,100.0,,False,33264.11122222222
422,2.567,25.633,192.45,362.2364,-1,4,13,100.0,,False,11543.999
424,2.693,23.236,176.09,285.242,-1,3,11,100.0,,False,20105.999
425,4.142,36.817,271.72,716.5265,-1,3,9,100.0,,False,68359.999
427,2.558,26.349,197.73,368.28,-1,4,13,100.0,x,False,8475.999
428,4.036,33.104,245.46,567.4653,-1,4,13,100.0,,False,25451.970635075097
430,3.92,25.954,193.09,485.0701,-1,5,14,100.0,,False,4194.491164185121
431,2.844,32.162,238.77,537.4171,-1,3,11,100.0,,False,60895.999
432,1.494,18.202,138.34,262.8375,-1,11,12,100.0,,False,2802.999
433,2.303,26.596,197.9,482.9353,-1,4,19,100.0,,False,1142.440686706439
437,2.488,31.735,235.72,526.3161,-1,4,11,100.0,,False,15294.999
438,2.572,23.461,177.58,293.2112,-1,2,7,100.0,x,False,20671.999
439,4.061,39.045,287.87,761.5879,-1,3,10,100.0,,False,18806.999
440,2.95,28.565,212.69,476.2786,-1,3,6,100.0,x,False,294636.999
441,2.695,28.981,215.92,466.294,-1,4,11,100.0,,False,17051.999
442,0.402,17.612,142.91,107.0485,-1,3,15,100.0,,False,36126.999
447,3.666,30.272,225.56,465.3598,-1,2,9,97.6,,False,71164.999
448,4.112,31.13,231.6,493.3909,-1,5,17,100.0,,False,4322.08540893146
449,0.634,21.014,163.36,179.0691,-1,3,15,100.0,,False,56436.999
450,4.24,37.898,279.32,773.5376,-1,3,10,93.7,,False,95931.999
453,0.514,17.351,133.39,211.0229,-1,4,15,100.0,,False,2649.999
454,2.437,24.323,183.51,317.2118,-1,4,7,81.0,x,False,1828.5556666666666
455,3.542,34.761,257.17,629.4583,-1,4,15,100.0,,False,29870.999
456,0.299,13.156,107.75,96.9584,-1,3,19,100.0,,False,46374.72341772576
457,3.531,28.872,215.75,421.3318,-1,4,12,96.7,,False,23940.000111111112
458,4.543,31.653,235.37,503.412,-1,4,13,100.0,,False,11403.222333333333
459,1.779,29.272,217.97,475.3276,-1,4,9,100.0,x,False,4362.999
462,4.142,37.825,278.79,771.5238,-1,3,12,100.0,,False,46062.66677777778
463,3.552,26.466,198.3,385.2352,-1,4,13,100.0,,False,54015.999
464,1.675,25.803,193.46,377.2328,-1,4,4,100.0,x,False,1130.999
467,2.902,23.583,178.4,297.242,-1,2,11,100.0,,False,22057.555666666667
469,3.968,29.977,223.01,492.3472,-1,2,15,100.0,,False,44360.102031481954
471,3.209,31.003,230.39,515.3748,-1,4,12,100.0,,False,33970.999
473,3.204,33.267,246.66,568.3648,-1,3,12,100.0,,False,13672.999
476,2.252,28.085,209.7,431.3168,-1,3,14,100.0,,False,50634.999
478,3.291,28.776,215.06,419.3166,-1,3,12,97.7,,False,23107.999
479,3.277,33.586,248.94,577.4254,-1,4,9,100.0,,False,70769.999
480,3.121,21.447,163.88,239.2008,-1,3,24,100.0,,False,9887.480140780437
481,3.644,32.563,241.75,537.4174,-1,3,17,100.0,,False,26334.70396414015
482,1.685,25.402,190.77,359.2223,-1,2,11,100.0,x,False,1711.999
483,3.153,29.152,217.57,439.3439,-1,4,15,99.3,,False,17233.186958450948
484,4.044,38.227,281.79,766.5434,-1,4,11,100.0,,False,51452.993001275434
486,3.614,33.143,246.47,505.3365,-1,4,11,100.0,,False,17608.999
487,3.415,39.586,291.77,776.5852,-1,5,10,100.0,,False,50922.999
488,3.867,31.351,233.9,447.349,-1,4,16,92.9,,False,35844.19196448981
489,2.714,29.166,217.64,441.3588,-1,4,14,100.0,,False,11804.999
490,1.621,27.07,202.73,391.2852,-1,4,12,100.0,,False,15899.999
491,3.744,39.747,292.68,816.5848,-1,6,7,98.0,,False,40835.999
492,1.842,26.753,199.72,432.3111,-1,4,13,100.0,x,False,13909.999
493,4.162,37.289,274.9,762.5115,-1,4,7,93.7,,False,12033.999
495,3.304,23.44,177.69,283.2631,-1,3,13,100.0,,False,30239.999
498,0.402,24.319,181.98,397.0033,-1,5,13,100.0,,False,11983.999
500,0.712,28.064,209.82,413.2,-1,5,13,100.0,,False,4056.999
502,3.617,36.637,270.35,722.5155,-1,7,8,96.6,,False,90415.0001111111
503,3.411,21.64,165.29,241.2162,-1,4,18,100.0,,False,86821.37503504413
504,3.198,30.873,230.58,431.3166,-1,4,13,100.0,,False,20589.999
507,2.039,23.971,180.9,315.2533,-1,4,13,100.0,,False,36560.999
510,1.793,26.215,196.29,393.2305,-1,4,5,100.0,x,False,460.999
511,4.172,40.513,298.2,842.5965,-1,6,9,100.0,,False,26494.999
516,3.92,28.156,210.55,411.3471,-1,4,13,100.0,,False,20497.46027675809
518,2.63,29.844,222.01,494.2902,-1,4,9,100.0,x,False,1845.999
519,3.616,29.705,221.01,490.3322,-1,3,12,100.0,x,False,11661.999
520,2.648,30.458,226.42,508.3065,-1,3,3,84.1,x,False,143.999
521,3.293,20.162,155.36,205.1577,-1,3,14,100.0,,False,4892.111222222222
522,3.657,32.509,242.08,479.3209,-1,5,15,100.0,,False,20971.999
524,0.596,15.779,123.45,160.9547,-1,6,15,100.0,,False,2591.999
527,1.427,26.203,196.66,367.1575,-1,3,14,100.0,,False,1968.1112222222223
530,1.663,23.352,176.75,293.1767,-1,5,4,100.0,x,False,1857.777888888889
531,0.77,23.487,177.33,311.1421,-1,4,7,100.0,,False,167.999
534,1.688,29.846,221.35,556.3322,-1,5,12,100.0,,False,6276.999
535,3.748,30.756,229.63,435.3478,-1,4,13,99.4,,False,11510.999
536,0.392,19.205,146.96,230.9948,-1,3,13,100.0,,False,34060.999
537,2.696,29.075,216.65,464.2775,-1,2,8,100.0,x,False,873.999
540,2.611,27.865,207.79,450.2635,-1,3,13,100.0,,False,19492.999
542,2.702,28.979,216.3,437.3276,-1,2,15,100.0,,False,27680.999
543,4.496,30.979,230.69,477.3957,-1,4,15,100.0,,False,5637.000111111111
545,3.646,25.869,194.25,361.2361,-1,4,23,100.0,,False,380.8976635077138
547,3.253,32.319,240.05,527.4098,-1,4,14,100.0,,False,84836.999
548,2.557,31.709,235.19,557.3701,-1,5,6,100.0,x,False,913.999
550,1.722,14.025,115.44,93.0328,-1,3,14,100.0,,False,23444.999
551,1.953,24.066,181.67,313.238,-1,2,12,100.0,,False,51328.22233333333
553,0.549,15.827,124.9,144.0435,-1,3,12,100.0,,False,28582.999
554,2.772,27.102,202.31,433.2364,-1,2,14,100.0,,False,17814.48858054296
555,3.569,22.594,171.97,259.2417,-1,3,15,100.0,,False,19373.889
556,3.042,29.535,220.26,451.3435,-1,4,12,100.0,,False,18126.999
557,2.941,29.948,223.18,463.3442,-1,2,11,96.7,,False,35952.12952582035
559,4.165,39.759,292.79,816.5831,-1,4,5,85.5,,False,44469.999
560,1.944,29.276,217.85,487.3287,-1,4,15,100.0,,False,12716.999
561,0.382,14.353,116.14,109.0272,-1,3,13,100.0,,False,8717.999
562,3.371,33.526,248.62,565.3649,-1,3,14,100.0,,False,17424.999
566,4.213,32.074,238.29,521.4233,-1,3,12,100.0,,False,8035.18703272214
570,3.394,29.655,221.24,445.3341,-1,3,7,97.1,,False,50302.999
