ID,RT,DT,CCS,m/z,30 CC7-1.d.DeMP, 31 CC7-2.d.DeMP, 32 CC7-3.d.DeMP, 187 CC7-1.d.DeMP, 188 CC7-2.d.DeMP, 189 CC7-3.d.DeMP, 193 B3 MB-1.d.DeMP, 194 B3 MB-2.d.DeMP, 195 B3 MB-3.d.DeMP, 260 B4 MB-1.d.DeMP, 261 B4 MB-2.d.DeMP, 262 B4 MB-3.d.DeMP, 103 B2 MB-1.d.DeMP, 104 B2 MB-2.d.DeMP, 105 B2 MB-3.d.DeMP, 36 B1 MB-1.d.DeMP, 37 B1 MB-2.d.DeMP, 38 B1 MB-3.d.DeMP
34275,4.748,41.821,307.24,947.5948,146,0.001,137,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
34276,2.256,21.488,160.48,416.8408,0.001,0.001,58,166,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,292,274
34277,3.008,35.739,264.09,671.5165,0.001,0.001,0.001,0.001,116,167,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
34278,2.214,26.32,194.99,574.2363,0.001,0.001,0.001,283,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
34279,2.791,42.742,313.91,977.5813,0.001,201,0.001,0.001,82,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
34280,0.874,39.529,344.87,61.9873,0.001,0.001,0.001,0.001,0.001,0.001,99,0.001,0.001,0.001,92,0.001,0.001,375,0.001,0.001,0.001,0.001
34281,4.755,29.123,216.59,496.2504,0.001,0.001,0.001,0.001,0.001,0.001,150,0.001,0.001,0.001,0.001,105,129,0.001,124,58,0.001,0.001
34282,1.373,31.637,233.93,635.3023,0.001,283,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
34283,4.48,37.043,273.13,746.1875,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,259,191,116,0.001,0.001,0.001
34284,0.843,25.51,189.46,516.8692,0.001,0.001,0.001,139,0.001,144,107,207,0.001,0.001,121,0.001,0.001,0.001,0.001,0.001,0.001,0.001
34285,4.567,44.361,325.76,980.7818,0.001,79,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,338,228,0.001,0.001,0.001,0.001
34286,3.897,40.491,298.31,790.5449,0.001,0.001,160,0.001,0.001,0.001,0.001,0.001,0.001,310,0.001,0.001,172,0.001,0.001,0.001,84,0.001
34287,0.712,23.802,180.29,289.0073,0.001,0.001,0.001,63,220,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
34288,4.779,27.27,204.24,391.3558,0.001,0.001,0.001,283,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
34289,1.967,30.823,254.45,92.9274,107,176,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,139,0.001,73,0.001,118,116,105,0.001
34290,4.607,17.857,137.23,213.0132,0.001,0.001,0.001,138,0.001,0.001,222,0.001,239,0.001,0.001,0.001,0.001,0.001,105,0.001,0.001,0.001
34291,0.824,1.078,8.76,61.9879,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,485,0.001,0.001,81,0.001,0.001,0.001,0.001,0.001,0.001
34292,4.849,18.681,144.9,184.0982,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,133,141,165,0.001,0.001,126
34293,4.012,37.181,274.18,746.8025,0.001,0.001,0.001,0.001,0.001,0.001,0.001,410,0.001,0.001,0.001,0.001,0.001,0.001,155,0.001,0.001,0.001
34294,4.551,36.508,269.37,723.8408,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,160,315,0.001,90,0.001,0.001,0.001,0.001
34295,1.896,11.481,91.43,126.9024,0.001,0.001,0.001,0.001,0.001,0.001,59,60,0.001,102,111,113,63,0.001,57,0.001,0.001,0.001
34296,2.306,37.941,280.1,707.4627,0.001,0.001,0.001,0.001,0.001,0.001,93,179,222,71,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
34297,0.26,31.432,231.39,804.8692,91,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,114,115,0.001,58,90,93,0.001,95
34298,3.605,36.679,270.6,727.0479,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,131,166,0.001,81,0.001,187,0.001,0.001,0.001
34299,3.745,37.938,279.62,763.5153,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,565,0.001,0.001,0.001,0.001,0.001
34300,4.71,39.411,290.57,752.683,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,149,416,0.001,0.001,0.001
34301,3.676,35.892,265.64,621.4519,0.001,0.001,0.001,0.001,0.001,0.001,314,251,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
34302,3.593,32.083,238.41,515.3777,0.001,0.001,0.001,0.001,0.001,0.001,128,0.001,0.001,0.001,0.001,0.001,163,126,148,0.001,0.001,0.001
34303,4.591,23.163,201.82,61.9876,0.001,0.001,72,0.001,210,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
34304,4.062,39.809,293.26,803.6084,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,564,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
34305,1.664,17.471,140.17,119.9462,168,0.001,0.001,0.001,114,0.001,0.001,0.001,0.001,0.001,52,0.001,0.001,0.001,0.001,0.001,0.001,0.001
34306,3.861,32.603,241.68,571.4376,211,0.001,0.001,71,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
34307,0.711,27.121,213.3,154.0594,116,0.001,0.001,107,0.001,59,359,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
34308,1.454,29.843,220.42,668.9263,0.001,0.001,0.001,0.001,0.001,0.001,0.001,53,0.001,0.001,100,0.001,0.001,0.001,0.001,131,119,161
34309,3.822,31.113,231.12,524.4008,0.001,0.001,0.001,163,0.001,119,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
34310,4.753,24.301,182.86,339.2025,0.001,0.001,0.001,0.001,133,149,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,58,0.001,0.001,0.001
34311,2.93,28.948,215.77,457.3334,0.001,0.001,130,152,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
34312,4.457,36.283,267.75,712.5346,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,564,0.001,0.001,0.001,0.001
34313,4.303,16.216,126.54,167.0135,0.001,0.001,0.001,0.001,0.001,0.001,0.001,171,231,0.001,0.001,162,0.001,0.001,0.001,0.001,0.001,0.001
34314,0.461,8.796,70.29,119.9471,80,0.001,62,0.001,140,0.001,0.001,0.001,0.001,0.001,82,71,0.001,0.001,152,0.001,0.001,0.001
34315,3.96,28.178,210.04,457.4802,0.001,0.001,0.001,164,0.001,118,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
34316,2.541,30.258,225.18,487.3403,0.001,0.001,0.001,127,155,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
34317,0.259,30.245,223.06,720.8982,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,114,86,118,99,0.001,147
34318,2.567,27.804,205.29,672.9161,207,0.001,75,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
34319,1.232,31.13,231.55,498.2867,0.001,0.001,0.001,148,134,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
34320,2.167,19.754,150.04,267.9777,0.001,0.001,0.001,189,0.001,93,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
34321,2.115,26.458,195.97,579.3925,0.001,114,0.001,0.001,0.001,168,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
34322,1.577,37.642,276.72,909.1598,0.001,0.001,0.001,61,77,144,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
34323,2.893,18.245,141.76,179.1045,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,159,212,193,0.001,0.001,0.001,0.001,0.001,0.001
34324,3.878,36.82,271.61,731.5766,0.001,0.001,0.001,0.001,0.001,282,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,516,0.001
34325,4.883,55.78,486.85,61.9906,0.001,137,145,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,52,0.001,0.001,0.001,0.001,0.001,0.001
34326,2.445,25.885,190.95,702.9169,0.001,0.001,0.001,0.001,137,145,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
34327,4.215,37.311,274.99,767.3293,0.001,162,0.001,0.001,0.001,0.001,0.001,0.001,0.001,198,0.001,0.001,0.001,0.001,151,0.001,215,0.001
34328,1.31,23.524,175.27,454.8567,0.001,0.001,0.001,0.001,0.001,0.001,178,0.001,0.001,138,0.001,114,0.001,0.001,72,0.001,62,0.001
34329,2.405,22.198,164.8,516.155,0.001,0.001,0.001,0.001,282,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
34330,3.816,33.553,248.56,586.3705,0.001,141,141,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
34331,0.441,33.113,244.93,627.4125,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,343,221,0.001,0.001,0.001,0.001
34332,1.813,30.281,225.61,467.7339,0.001,0.001,0.001,282,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
34333,1.372,24.136,182.82,289.2153,0.001,0.001,0.001,0.001,132,150,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
34334,2.278,14.013,103.86,512.9585,0.001,282,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
34335,2.952,36.103,266.43,711.3748,0.001,282,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
34336,0.578,8.438,66.47,141.0152,282,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
34337,2.421,37.908,278.37,965.1013,282,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
34338,2.559,30.915,229.15,571.232,0.001,163,0.001,0.001,0.001,119,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
34339,1.79,20.902,158.94,263.1192,0.001,282,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
34340,2.891,32.407,1178.54,555.6437,0.001,282,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
34341,0.971,18.05,138.35,222.966,0.001,0.001,0.001,0.001,0.001,0.001,277,0.001,118,52,0.001,117,0.001,0.001,0.001,0.001,0.001,0.001
34342,3.019,27.841,207.77,437.0061,0.001,282,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
34343,3.892,23.834,181.17,267.2337,282,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
34344,4.496,24.408,183.52,347.1697,0.001,0.001,0.001,0.001,141,141,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
34345,1.852,29.185,217.8,438.2998,0.001,282,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
34346,3.543,23.99,181.33,303.0957,0.001,282,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
34347,1.933,21.686,791.68,282.7388,0.001,0.001,0.001,0.001,282,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
34348,1.389,22.27,167.76,328.1617,0.001,0.001,0.001,0.001,122,160,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
34349,3.476,25.445,191.68,331.2589,0.001,0.001,0.001,133,149,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
34350,1.916,1.88,13.47,482.2827,0.001,0.001,0.001,0.001,282,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
34351,4.132,35.114,259.85,624.4236,0.001,0.001,0.001,0.001,282,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
34352,3.872,41.439,304.73,885.6128,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,564,0.001,0.001,0.001,0.001,0.001
34353,2.61,23.08,337.85,571.6336,0.001,282,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
34354,1.532,38.228,284.46,499.2819,0.001,0.001,0.001,0.001,0.001,282,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
34355,1.648,33.054,244.21,664.256,0.001,0.001,282,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
34356,0.402,25.702,196.86,230.9958,0.001,0.001,141,141,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
34357,4.077,31.068,230.47,549.3785,0.001,0.001,282,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
34358,3.631,30.52,227.43,465.355,0.001,0.001,0.001,282,0.001,0.001,0.001,0.001,0.001,0.001,0.001,67,0.001,0.001,0.001,0.001,0.001,0.001
34359,2.188,20.707,157.94,246.8963,0.001,0.001,0.001,0.001,0.001,282,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,227,0.001,0.001,0.001
34360,2.417,3.752,27.46,465.2831,0.001,0.001,0.001,282,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
34361,3.831,24.242,183.14,306.9626,0.001,0.001,282,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
34362,2.645,22.899,175.8,219.9891,0.001,0.001,282,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
34363,2.035,35.868,271.76,293.1772,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,283,0.001,0.001,0.001,163,0.001,0.001,0.001,118
34364,1.296,23.34,176.96,282.2493,0.001,0.001,0.001,0.001,0.001,282,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
34365,2.789,32.196,239.41,505.3114,0.001,0.001,0.001,0.001,0.001,282,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
34366,2.795,34.979,258.48,661.356,0.001,0.001,282,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
34367,2.045,0.645,4.71,92.928,0.001,0.001,0.001,0.001,282,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
34368,0.268,17.427,135.7,173.0822,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,271,204,0.001,88,0.001
34369,4.374,40.384,297.49,798.6143,0.001,224,0.001,0.001,0.001,0.001,0.001,0.001,172,0.001,184,0.001,0.001,0.001,0.001,0.001,207,0.001
34370,1.167,43.391,349.23,118.9708,0.001,0.001,0.001,0.001,0.001,0.001,110,0.001,0.001,0.001,0.001,0.001,121,108,224,0.001,0.001,0.001
34371,0.579,30.939,228.26,708.924,0.001,52,0.001,0.001,0.001,0.001,0.001,0.001,0.001,85,0.001,0.001,182,65,65,0.001,0.001,166
34372,1.087,20.275,156.53,198.9503,0.001,0.001,0.001,0.001,0.001,0.001,0.001,563,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
34373,1.392,27.389,201.91,728.7823,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,155,177,0.001,62,169
34374,1.702,48.579,401.43,92.9261,0.001,0.001,0.001,119,0.001,142,0.001,79,137,102,104,0.001,0.001,0.001,0.001,141,0.001,0.001
34375,2.82,27.032,201.77,433.2206,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,419,144,0.001
34376,4.001,37.825,278.82,765.072,0.001,0.001,0.001,0.001,0.001,0.001,249,0.001,0.001,161,0.001,0.001,153,0.001,0.001,0.001,0.001,0.001
34377,1.627,24.644,186.24,305.0858,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,264,0.001,0.001,299,0.001,0.001,0.001,0.001,0.001
34378,3.143,26.839,200.25,439.1079,0.001,0.001,179,0.001,0.001,0.001,0.001,0.001,0.001,0.001,64,0.001,0.001,0.001,0.001,0.001,246,253
34379,3.24,36.978,272.66,753.5574,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,563,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
34380,1.164,21.348,161.05,314.931,0.001,0.001,0.001,0.001,0.001,0.001,173,87,86,0.001,123,0.001,0.001,0.001,0.001,0.001,94,0.001
34381,1.578,28.778,212.38,696.8304,0.001,0.001,0.001,0.001,0.001,0.001,91,189,0.001,82,0.001,0.001,0.001,201,0.001,0.001,0.001,0.001
34382,0.571,29.895,220.52,714.8797,93,0.001,0.001,0.001,106,0.001,94,0.001,0.001,0.001,0.001,73,69,108,0.001,69,55,95
34383,1.464,2.19,17.15,116.9712,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,563,0.001,0.001
34384,0.039,12.08,96.96,116.9713,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,563,0.001,0.001,0.001,0.001,0.001,0.001
34385,0.381,19.588,148.43,282.0067,120,161,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
34386,0.594,30.051,229.98,236.0972,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,301,0.001,0.001,261
34387,0.366,26.709,202.61,280.9776,281,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
34388,1.258,21.414,171.93,119.9457,0.001,0.001,0.001,0.001,0.001,190,0.001,100,0.001,0.001,0.001,141,0.001,109,0.001,100,0.001,112
34389,0.5,30.444,225.87,546.2119,94,187,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
34390,3.228,25.834,193.8,371.2199,0.001,0.001,0.001,157,0.001,124,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
34391,0.923,4.286,34.76,94.9296,0.001,0.001,0.001,129,0.001,152,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
34392,4.148,46.643,342.08,1088.8353,0.001,281,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
34393,2.742,31.293,232.7,500.2815,140,141,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
34394,1.618,29.768,221.24,510.9757,0.001,0.001,0.001,0.001,0.001,0.001,205,0.001,0.001,0.001,235,0.001,0.001,0.001,0.001,122,0.001,0.001
34395,3.151,24.757,186.54,328.2313,69,148,0.001,64,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
34396,2.144,22.074,169.32,223.0012,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,302,59,0.001,0.001,201
34397,0.43,30.98,238.46,212.9803,0.001,0.001,281,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
34398,0.306,31.771,254.97,121.9422,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,308,0.001,0.001,0.001,0.001,0.001,0.001,254,0.001
34399,1.923,31.814,252.05,141.019,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,100,0.001,192,270,0.001
34400,3.57,26.22,196.16,403.1548,0.001,0.001,0.001,281,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
34401,3.36,34.075,252.09,631.3015,0.001,0.001,0.001,281,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
34402,3.805,31.946,237.06,548.4081,0.001,0.001,0.001,281,0.001,0.001,0.001,269,0.001,0.001,106,0.001,0.001,0.001,0.001,0.001,0.001,0.001
34403,3.627,36.237,267.43,708.4479,171,110,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
34404,0.377,22.585,170.71,302.1666,0.001,0.001,0.001,0.001,281,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
34405,1.633,35.386,260.17,892.9009,0.001,0.001,0.001,281,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
34406,3.924,31.865,236.75,519.4099,100,0.001,0.001,129,0.001,0.001,0.001,0.001,0.001,0.001,0.001,55,429,0.001,78,0.001,0.001,0.001
34407,2.95,29.961,222.46,528.3125,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,239,201,0.001,122,0.001,0.001
34408,2.784,29.79,221.39,513.2763,0.001,0.001,0.001,0.001,281,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
34409,1.495,19.013,555.01,353.0393,0.001,0.001,0.001,281,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
34410,2.011,34.995,261.07,448.9347,281,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
34411,4.098,21.336,162.11,268.048,0.001,0.001,0.001,118,0.001,0.001,0.001,93,105,82,0.001,0.001,0.001,0.001,75,93,0.001,114
34412,1.812,29.813,869.28,468.4733,281,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
34413,3.268,26.337,197.96,352.226,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,282,157,123,0.001,0.001,0.001,0.001,0.001,0.001
34414,0.258,56.819,468.42,94.9249,118,0.001,0.001,91,72,0.001,0.001,0.001,0.001,0.001,0.001,94,0.001,100,0.001,0.001,0.001,68
34415,3.948,36.486,269.21,723.2981,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,115,0.001,199,0.001,0.001,0.001,0.001,0.001,248,0.001
34416,1.891,19.42,147.63,262.9262,0.001,0.001,0.001,0.001,119,87,0.001,114,125,96,113,0.001,0.001,0.001,0.001,114,0.001,0.001
34417,0.41,58.271,455.79,168.9919,0.001,171,0.001,110,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
34418,4.018,45.751,335.63,1062.6852,153,128,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
34419,0.251,20.289,166.49,96.9598,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,562,0.001,0.001,0.001,0.001,0.001
34420,4.108,35.969,264.97,783.2019,281,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
34421,3.575,47.385,347.48,1112.8319,177,0.001,0.001,104,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
34422,1.254,23.764,176.65,494.7987,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,284,0.001,0.001,0.001,0.001,0.001,278,0.001,0.001
34423,2.437,23.182,171.96,536.9522,0.001,0.001,0.001,0.001,281,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
34424,0.876,12.722,95.39,349.1144,152,0.001,129,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
34425,0.345,17.284,143.15,89.0209,0.001,0.001,0.001,281,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
34426,1.146,27.925,206.01,704.8166,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,135,0.001,0.001,0.001,220,0.001,207,0.001
34427,4.472,42.966,316.44,820.7965,0.001,0.001,0.001,0.001,107,174,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
34428,3.189,40.068,295.02,815.5586,157,124,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
34429,4.916,16.493,123.69,357.8618,0.001,0.001,0.001,0.001,281,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
34430,4.612,17.835,137.37,205.0228,0.001,0.001,0.001,135,0.001,146,0.001,0.001,0.001,0.001,0.001,266,0.001,0.001,0.001,0.001,0.001,0.001
34431,0.361,26.371,196.38,468.0429,106,0.001,175,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
