ID,RT,DT,CCS,m/z,35 2286 - Serum.d.DeMP, 36 2286 - Mitra.d.DeMP, 37 2286 - DBS.d.DeMP, 38 2182 - Serum.d.DeMP, 39 2182 - Mitra.d.DeMP, 40 2182 - DBS.d.DeMP, 41 2187 - Serum.d.DeMP, 42 2187 - Mitra.d.DeMP, 43 2187 - DBS.d.DeMP, 44 2854 - Serum.d.DeMP, 45 2854 - Mitra.d.DeMP, 46 2854 - DBS.d.DeMP, 47 2911 - Serum.d.DeMP, 48 2911 - Mitra.d.DeMP, 49 2911 - DBS.d.DeMP, 125 1777 - Serum.d.DeMP, 126 1777 - Mitra.d.DeMP, 127 1777 - DBS.d.DeMP, 128 1821 - Serum.d.DeMP, 129 1821 - Mitra.d.DeMP, 130 1821 - DBS.d.DeMP, 131 1673 - Serum.d.DeMP, 132 1673 - Mitra.d.DeMP, 133 1673 - DBS.d.DeMP, 134 1894 - Serum.d.DeMP, 135 1894 - Mitra.d.DeMP, 136 1894 - DBS.d.DeMP, 137 3330 - Serum.d.DeMP, 138 3330 - Mitra.d.DeMP, 139 3330 - DBS.d.DeMP, 80 2003 - Serum.d.DeMP, 81 2003 - Mitra.d.DeMP, 82 2003 - DBS.d.DeMP, 83 2095 - Serum.d.DeMP, 84 2095 - Mitra.d.DeMP, 85 2095 - DBS.d.DeMP, 86 2046 - Serum.d.DeMP, 87 2046 - Mitra.d.DeMP, 88 2046 - DBS.d.DeMP, 89 2889 - Serum.d.DeMP, 90 2889 - Mitra.d.DeMP, 91 2889 - DBS.d.DeMP, 92 3021 - Serum.d.DeMP, 93 3021 - Mitra.d.DeMP, 94 3021 - DBS.d.DeMP,Blank 1.d,Blank 2.d,Blank 3.d,Blank 4.d,Blank 5.d,Blank 6.d,Blank 7.d,Blank 8.d,Blank 9.d
2827,12.089,24.163,182.82,311.2789,0.001,439,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,506,0.001,727,354,0.001,0.001,0.001,0.001,436,0.001,0.001,568,0.001,0.001,624,332,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,562,0.001,0.001,0.001,0.001
1016,12.047,25.263,191.2,311.2799,0.001,0.001,0.001,0.001,1093,941,0.001,0.001,0.001,0.001,943,0.001,0.001,812,0.001,0.001,0.001,0.001,95,1249,638,0.001,1932,1144,0.001,1313,0.001,151,0.001,0.001,0.001,862,0.001,0.001,1155,1174,0.001,0.001,0.001,0.001,1790,0.001,0.001,2040,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
3443,14.681,24.494,185.38,311.2936,0.001,0.001,0.001,128,0.001,0.001,0.001,151,0.001,0.001,1048,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,172,0.001,0.001,204,248,0.001,0.001,122,0.001,0.001,0.001,0.001,121,0.001,0.001,79,273,0.001,0.001,0.001,0.001,115,128,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
371,14.624,24.43,184.91,311.2939,282,0.001,1118,0.001,0.001,1024,2012,749,2080,3614,157,0.001,421,0.001,1190,1880,227,2247,2809,901,1434,2286,694,1621,0.001,391,1218,777,0.001,1658,825,519,1020,5751,747,2130,1793,989,2647,332,335,1164,1497,0.001,1735,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
69,15.018,24.509,185.53,311.295,1277,5894,10576,5390,9357,12271,2890,9284,13956,5548,6308,0.001,1368,6342,14798,5079,6236,16385,2459,6107,12313,3551,7568,13820,917,9805,16153,2933,4324,15391,8491,6988,15834,6745,4767,16077,3536,10527,20330,1210,5578,10416,6566,7679,18142,802,356,358,250,229,186,253,254,177
5806,15.014,24.512,185.51,311.4031,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,73,0.001,0.001,0.001,0.001,0.001,78,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,72,0.001,0.001,88,0.001,0.001,75,0.001,0.001,83,0.001,0.001,86,0.001,0.001,149,0.001,0.001,0.001,0.001,0.001,133,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
2035,8.34,20.84,308.97,311.6642,0.001,0.001,0.001,281,0.001,0.001,0.001,0.001,0.001,230,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,516,0.001,0.001,1524,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,601,0.001,0.001,0.001,0.001,0.001,2099,0.001,0.001,1532,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
4650,8.338,20.836,157.75,311.6644,140,0.001,0.001,0.001,0.001,0.001,125,0.001,0.001,0.001,0.001,0.001,141,0.001,0.001,0.001,0.001,0.001,110,0.001,0.001,0.001,0.001,0.001,0.001,235,0.001,91,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,168,0.001,0.001,0.001,191,71,0.001,252,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
5929,11.485,24.584,186.11,312.1693,0.001,0.001,0.001,0.001,0.001,0.001,0.001,165,0.001,0.001,77,0.001,0.001,0.001,71,0.001,0.001,94,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,109,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,86,0.001,0.001,0.001,179,0.001,0.001,0.001,0.001,0.001,0.001,0.001,91,0.001,0.001,0.001
2266,11.915,25.099,189.89,312.1702,0.001,0.001,0.001,809,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,81,0.001,0.001,651,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,3474,0.001,0.001,0.001,0.001,0.001,0.001,0.001,192,102,0.001,0.001,0.001,401,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
428,12.021,24.671,186.71,312.1708,0.001,0.001,0.001,0.001,0.001,0.001,75,0.001,0.001,0.001,0.001,0.001,1258,5407,0.001,1792,0.001,0.001,1789,6648,0.001,0.001,0.001,0.001,0.001,0.001,5110,2084,0.001,0.001,1854,0.001,0.001,442,0.001,0.001,0.001,0.001,0.001,0.001,8731,6593,1160,245,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,860,0.001
1779,6.782,17.916,135.64,312.8339,0.001,326,105,0.001,202,0.001,0.001,279,150,0.001,0.001,0.001,0.001,279,0.001,0.001,247,129,0.001,493,148,0.001,566,334,0.001,431,100,0.001,435,0.001,2277,221,0.001,0.001,354,135,0.001,308,81,0.001,252,0.001,256,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
6486,11.849,19.658,148.74,313.033,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,80,0.001,0.001,0.001,53,0.001,0.001,59,0.001,0.001,75,0.001,0.001,74,0.001,0.001,0.001,0.001,66,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,58,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,60
6260,12.203,19.671,148.8,313.0337,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,86,89,0.001,0.001,0.001,0.001,0.001,0.001,60,71,65,0.001,0.001,83,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,88,0.001,80,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
576,0.241,21.035,159.23,313.0532,0.001,1780,149,0.001,1931,0.001,0.001,1811,0.001,0.001,2183,0.001,0.001,2012,137,0.001,2320,119,0.001,2241,0.001,0.001,2437,475,0.001,2028,0.001,0.001,2689,236,0.001,1857,0.001,0.001,2241,0.001,0.001,1434,0.001,0.001,2410,0.001,0.001,1820,116,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
2506,8.218,22.444,169.88,313.0954,219,0.001,0.001,272,0.001,0.001,316,0.001,0.001,339,0.001,0.001,306,0.001,0.001,236,0.001,0.001,452,0.001,0.001,461,0.001,0.001,274,0.001,0.001,326,0.001,0.001,380,0.001,0.001,320,0.001,0.001,485,0.001,0.001,332,0.001,0.001,144,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
4083,6.38,22.447,169.95,313.0954,0.001,0.001,0.001,173,0.001,0.001,103,0.001,0.001,133,0.001,0.001,173,0.001,0.001,0.001,0.001,0.001,285,0.001,0.001,272,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,267,0.001,0.001,0.001,0.001,0.001,271,0.001,0.001,317,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
2988,2.686,22.459,169.99,313.0955,0.001,0.001,0.001,245,0.001,0.001,348,0.001,0.001,208,0.001,0.001,205,0.001,0.001,0.001,0.001,0.001,381,0.001,0.001,341,0.001,0.001,261,0.001,0.001,246,0.001,0.001,187,0.001,0.001,210,0.001,0.001,365,0.001,0.001,416,0.001,0.001,195,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
3842,6.383,22.46,169.98,313.0956,167,0.001,0.001,0.001,0.001,0.001,179,0.001,0.001,183,0.001,0.001,115,0.001,0.001,124,0.001,0.001,166,0.001,0.001,245,0.001,0.001,124,0.001,0.001,195,0.001,0.001,149,0.001,0.001,181,0.001,0.001,162,0.001,0.001,189,0.001,0.001,79,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
4143,4.588,23.678,179.15,313.1179,0.001,128,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,112,0.001,0.001,0.001,0.001,0.001,184,191,0.001,0.001,0.001,0.001,0.001,206,0.001,0.001,0.001,0.001,278,306,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,261,147,119,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1179,4.867,23.556,178.28,313.1182,0.001,462,323,0.001,387,304,194,431,395,180,334,0.001,0.001,436,349,0.001,366,501,0.001,318,245,0.001,598,749,0.001,393,258,0.001,767,860,0.001,403,233,373,456,519,188,450,312,214,874,664,0.001,302,304,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
2964,6.307,23.574,178.34,313.1182,0.001,143,0.001,0.001,0.001,0.001,0.001,0.001,133,0.001,0.001,0.001,0.001,174,0.001,0.001,150,149,0.001,189,79,116,223,274,0.001,0.001,91,94,420,304,0.001,0.001,0.001,159,0.001,150,0.001,165,0.001,0.001,345,204,0.001,94,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
514,7.647,23.111,174.93,313.1188,926,0.001,0.001,2097,0.001,0.001,4299,0.001,0.001,4020,0.001,0.001,1252,0.001,0.001,1925,0.001,0.001,2388,0.001,0.001,1198,0.001,0.001,1638,0.001,0.001,2472,0.001,0.001,1447,0.001,0.001,3914,0.001,0.001,2600,0.001,0.001,3653,0.001,0.001,2857,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
768,7.294,23.196,175.54,313.119,689,0.001,0.001,1461,0.001,0.001,2768,0.001,0.001,2883,0.001,0.001,941,0.001,0.001,1171,0.001,0.001,1328,0.001,0.001,715,0.001,54,1126,0.001,0.001,1475,102,0.001,1011,0.001,0.001,2653,0.001,78,1545,0.001,0.001,2388,0.001,0.001,1278,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
4293,6.117,23.687,179.17,313.1191,0.001,0.001,0.001,66,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,158,0.001,0.001,79,82,128,212,0.001,0.001,0.001,0.001,275,233,0.001,0.001,0.001,228,0.001,0.001,0.001,0.001,0.001,0.001,235,0.001,0.001,0.001,107,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
2672,2.969,22.638,171.34,313.1246,0.001,0.001,0.001,278,0.001,0.001,349,0.001,0.001,259,0.001,0.001,298,0.001,0.001,195,0.001,0.001,473,0.001,0.001,607,0.001,0.001,196,0.001,0.001,263,0.001,0.001,233,0.001,0.001,354,0.001,0.001,444,0.001,0.001,415,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
3943,3.726,23.151,175.22,313.1637,0.001,0.001,0.001,260,0.001,0.001,225,0.001,0.001,0.001,0.001,0.001,217,0.001,0.001,243,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,208,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,195,0.001,0.001,226,0.001,0.001,345,0.001,0.001,215,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
2108,3.56,23.047,174.44,313.1641,188,0.001,0.001,420,0.001,0.001,352,0.001,0.001,407,0.001,0.001,292,0.001,0.001,635,0.001,0.001,436,0.001,0.001,304,0.001,0.001,628,0.001,0.001,389,0.001,0.001,273,0.001,0.001,367,0.001,0.001,550,0.001,0.001,658,0.001,0.001,580,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1248,3.487,23.007,174.17,313.1643,473,0.001,0.001,1342,0.001,0.001,1051,0.001,0.001,0.001,0.001,0.001,1051,0.001,0.001,0.001,0.001,0.001,1887,0.001,0.001,1059,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,721,0.001,0.001,1278,0.001,0.001,2018,0.001,0.001,2319,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
974,11.998,24.686,186.75,313.1665,0.001,0.001,0.001,0.001,0.001,0.001,0.001,1729,0.001,0.001,1499,0.001,0.001,0.001,0.001,0.001,1715,2413,0.001,0.001,0.001,127,0.001,0.001,0.001,0.001,0.001,0.001,2148,0.001,0.001,1411,0.001,0.001,0.001,1612,0.001,1475,1131,337,80,0.001,0.001,2429,132,0.001,0.001,137,0.001,0.001,67,0.001,206,0.001
918,12.059,24.147,182.75,313.1678,0.001,0.001,0.001,0.001,0.001,0.001,0.001,2142,0.001,0.001,2033,0.001,0.001,1550,0.001,0.001,0.001,2662,0.001,0.001,0.001,166,2811,0.001,0.001,0.001,0.001,657,0.001,0.001,0.001,0.001,1705,0.001,0.001,0.001,0.001,2055,0.001,416,0.001,0.001,0.001,3163,0.001,0.001,0.001,0.001,0.001,0.001,95,0.001,254,0.001
4446,12.79,24.153,182.83,313.1766,0.001,0.001,0.001,188,0.001,0.001,152,0.001,0.001,187,0.001,0.001,65,0.001,0.001,250,0.001,0.001,88,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,151,0.001,0.001,146,0.001,0.001,182,0.001,0.001,0.001,0.001,0.001,272,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
5644,9.76,23.898,180.82,313.2365,0.001,0.001,0.001,0.001,83,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,109,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,95,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,130,86,112,0.001,0.001,0.001,0.001,0.001,0.001,123,99,81,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
5363,9.177,24.082,182.32,313.2366,0.001,105,0.001,0.001,123,81,0.001,0.001,0.001,0.001,129,0.001,0.001,0.001,95,0.001,0.001,0.001,0.001,81,0.001,0.001,78,66,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,101,0.001,0.001,0.001,0.001,0.001,0.001,0.001,112,88,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
4957,9.374,24.354,184.36,313.2369,0.001,109,0.001,0.001,171,0.001,0.001,117,0.001,0.001,168,0.001,0.001,104,0.001,0.001,0.001,0.001,0.001,80,0.001,0.001,0.001,89,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,72,108,0.001,113,0.001,0.001,0.001,0.001,0.001,77,92,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
5980,10.75,23.973,181.28,313.2371,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,171,81,0.001,0.001,0.001,0.001,0.001,0.001,0.001,83,0.001,0.001,0.001,108,80,0.001,0.001,0.001,231,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1242,10.453,23.973,181.45,313.2372,285,312,0.001,430,401,253,0.001,0.001,250,542,448,0.001,422,423,272,411,0.001,0.001,559,427,292,266,504,0.001,0.001,400,0.001,505,0.001,0.001,553,327,0.001,1353,0.001,0.001,487,390,274,313,406,299,701,454,318,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1936,10.209,23.948,181.24,313.2372,181,0.001,205,0.001,239,0.001,216,0.001,0.001,0.001,199,0.001,0.001,203,88,0.001,0.001,0.001,0.001,0.001,0.001,430,230,226,231,0.001,226,622,255,0.001,264,244,222,267,229,0.001,267,0.001,0.001,535,265,0.001,803,318,259,208,0.001,184,0.001,0.001,0.001,205,172,0.001
4506,10.38,23.874,180.74,313.2372,0.001,0.001,67,0.001,122,55,0.001,0.001,0.001,0.001,154,0.001,65,142,87,0.001,0.001,71,0.001,61,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,105,130,0.001,0.001,144,57,0.001,111,0.001,0.001,0.001,0.001,0.001,126,140,0.001,0.001,0.001,0.001,146,0.001,0.001,0.001,152
5362,9.325,24.047,182.11,313.2372,0.001,0.001,69,0.001,192,0.001,0.001,0.001,0.001,0.001,146,0.001,0.001,144,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,181,172,0.001,0.001,155,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
6445,8.765,23.729,179.59,313.2372,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,82,0.001,0.001,113,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,83,63,0.001,69,0.001,0.001,0.001,0.001,0.001,97,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1866,10.542,23.933,181.05,313.2376,0.001,0.001,0.001,0.001,0.001,0.001,739,474,0.001,0.001,0.001,0.001,0.001,108,0.001,0.001,288,242,154,0.001,0.001,665,0.001,370,395,0.001,283,459,359,275,0.001,85,0.001,399,520,380,0.001,0.001,0.001,651,0.001,0.001,582,102,122,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
5918,12.721,24.213,183.2,313.2734,0.001,0.001,91,0.001,0.001,0.001,0.001,0.001,77,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,67,0.001,0.001,0.001,0.001,0.001,75,0.001,0.001,95,0.001,0.001,86,0.001,0.001,0.001,0.001,0.001,108,0.001,0.001,0.001,0.001,0.001,77,0.001,0.001,110,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
4428,14.015,24.282,183.76,313.2737,0.001,0.001,0.001,0.001,0.001,95,0.001,0.001,198,0.001,0.001,0.001,0.001,0.001,170,0.001,0.001,231,0.001,0.001,140,0.001,0.001,134,0.001,0.001,181,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,194,0.001,0.001,223,0.001,0.001,131,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
6208,11.825,19.661,148.7,314.0289,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,79,0.001,0.001,0.001,0.001,81,76,0.001,79,0.001,0.001,0.001,0.001,0.001,76,0.001,0.001,84,101,0.001,0.001,0.001,0.001,0.001,0.001,0.001,69,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
4829,12.007,19.661,148.76,314.0293,0.001,0.001,0.001,72,0.001,0.001,0.001,0.001,54,0.001,0.001,0.001,0.001,0.001,0.001,90,103,80,75,79,86,0.001,71,74,75,92,0.001,0.001,0.001,85,0.001,0.001,97,0.001,99,74,0.001,76,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,88,0.001,0.001
5263,10.75,19.662,148.71,314.0296,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,64,69,91,63,0.001,66,0.001,0.001,67,68,0.001,0.001,0.001,68,63,69,50,54,0.001,0.001,73,0.001,71,71,0.001,57,0.001,0.001,55,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
5729,13.009,19.671,148.91,314.0297,0.001,55,0.001,0.001,72,57,0.001,0.001,62,0.001,0.001,0.001,0.001,74,0.001,77,76,0.001,0.001,79,68,0.001,63,0.001,56,70,0.001,0.001,0.001,0.001,0.001,71,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,111,0.001,0.001,0.001
6402,11.781,19.67,148.82,314.0299,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,77,0.001,0.001,0.001,0.001,0.001,0.001,70,0.001,0.001,0.001,0.001,0.001,0.001,66,69,0.001,69,63,0.001,0.001,0.001,0.001,63,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,65,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
6144,11.457,19.664,148.76,314.0302,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,65,70,78,83,74,75,0.001,73,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,77,0.001,0.001,78,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,67,0.001,0.001
6560,11.096,19.652,148.63,314.0302,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,72,0.001,0.001,0.001,58,0.001,0.001,57,59,54,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,51,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
6252,12.087,19.68,148.92,314.0303,0.001,60,0.001,0.001,0.001,0.001,0.001,0.001,52,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,71,0.001,0.001,62,58,73,50,0.001,65,71,0.001,0.001,0.001,63,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
4335,3.742,22.838,172.76,314.1634,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,209,0.001,0.001,152,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,175,0.001,0.001,254,0.001,0.001,229,0.001,0.001,368,0.001,0.001,383,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
3807,12.085,24.173,182.88,314.1688,0.001,0.001,179,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,192,0.001,266,0.001,0.001,309,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,367,261,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,204,0.001,0.001,286,0.001,0.001,237,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1306,0.244,20.866,157.91,315.0395,0.001,0.001,1084,0.001,0.001,751,0.001,0.001,593,0.001,0.001,0.001,0.001,0.001,455,0.001,0.001,186,0.001,0.001,1250,0.001,0.001,0.001,0.001,0.001,2191,0.001,0.001,977,0.001,0.001,1154,0.001,0.001,880,0.001,0.001,921,0.001,0.001,1027,0.001,0.001,649,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
3058,2.393,23.89,180.75,315.1336,0.001,97,0.001,0.001,179,0.001,0.001,197,154,0.001,99,0.001,0.001,0.001,82,0.001,129,0.001,0.001,0.001,0.001,0.001,167,164,0.001,121,0.001,0.001,282,0.001,0.001,157,0.001,0.001,151,197,0.001,174,98,0.001,318,119,466,113,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1996,2.683,23.874,180.64,315.1339,0.001,328,157,0.001,280,71,0.001,0.001,0.001,0.001,321,0.001,0.001,238,70,0.001,290,214,0.001,628,0.001,0.001,389,254,0.001,328,0.001,0.001,973,323,0.001,357,0.001,0.001,277,0.001,0.001,249,0.001,0.001,529,0.001,80,410,174,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1379,3.742,22.807,172.59,315.1606,231,0.001,0.001,284,0.001,0.001,181,0.001,0.001,490,0.001,0.001,1236,0.001,0.001,811,0.001,0.001,496,0.001,0.001,725,0.001,0.001,0.001,0.001,0.001,664,0.001,0.001,1565,0.001,0.001,1078,0.001,0.001,1535,0.001,0.001,1869,0.001,0.001,99,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
4473,5.148,23.432,177.21,315.1803,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,216,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,300,0.001,0.001,0.001,0.001,0.001,227,0.001,0.001,167,0.001,0.001,0.001,0.001,0.001,200,0.001,0.001,198,0.001,0.001,64,0.001,0.001,291,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
3341,4.982,23.429,177.21,315.1805,0.001,0.001,0.001,0.001,0.001,0.001,572,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,443,0.001,0.001,697,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,360,0.001,0.001,0.001,0.001,0.001,552,0.001,0.001,335,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
2181,7.58,23.355,176.7,315.1808,163,0.001,0.001,0.001,0.001,0.001,527,0.001,0.001,287,0.001,0.001,277,0.001,0.001,199,0.001,0.001,675,0.001,0.001,1135,0.001,0.001,213,0.001,0.001,346,0.001,0.001,271,0.001,0.001,334,0.001,0.001,709,0.001,0.001,500,0.001,0.001,508,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
2725,1.538,23.079,174.68,315.1911,486,0.001,0.001,87,0.001,0.001,220,0.001,0.001,181,0.001,0.001,418,0.001,0.001,417,0.001,0.001,327,0.001,0.001,590,0.001,0.001,0.001,0.001,0.001,209,0.001,0.001,545,0.001,0.001,0.001,0.001,0.001,394,0.001,0.001,341,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
